user_id,signup_date,country,device_type,acq_channel,age,member_level,kyc_passed,device_risk_score,ip_risk_score,num_cards_linked,chargeback_history,failed_login_7d,tx_count_7d,tx_amount_7d,burstiness,hours_to_first_tx,activated,days_to_activation,is_fraud,risk_bucket
4555,2025-09-16,DE,iOS,Organic,42,0,1,38.9,78.3,1,0,3,4,27.66,38.8,4.31,1,2.31,0,Low
4556,2025-03-20,IN,iOS,Organic,48,0,1,48.7,66.1,2,0,1,1,154.21,67.3,7.21,1,3.48,0,Medium
4557,2025-02-26,CN,Android,Affiliate,29,1,0,73.9,26.8,0,0,2,1,92.71,80.2,6.64,1,0.72,0,High
4558,2025-11-11,US,Web,Organic,24,0,1,48.6,65.1,0,1,2,8,220.96,28.5,1.18,1,19.99,0,Low
4559,2025-10-01,FR,Android,Organic,35,3,1,20.7,41.8,0,0,1,3,34.92,30.6,9.09,0,12.33,0,Low
4560,2025-08-25,BR,Web,Referral,18,3,0,57.7,36.0,1,0,3,6,100.36,32.7,12.11,1,7.51,0,Low
4561,2025-06-28,CN,Android,Affiliate,19,2,1,21.2,21.3,1,0,2,6,50.88,30.1,27.72,1,12.03,0,Low
4562,2025-06-03,SG,Android,Ads,43,0,1,53.6,61.3,1,0,1,4,174.12,54.2,75.95,1,3.62,0,Low
4563,2025-01-08,FR,Android,Ads,36,0,1,37.6,54.6,2,0,0,6,16.4,10.2,4.61,1,4.74,0,Low
4564,2025-03-10,US,iOS,Organic,23,0,1,55.8,46.4,0,0,1,3,35.0,49.6,20.34,1,3.26,0,Low
4565,2025-11-24,CA,Android,Organic,59,0,1,54.9,17.9,1,0,1,3,44.3,48.9,5.41,1,1.43,0,Low
4566,2025-05-04,HK,iOS,Affiliate,19,2,0,48.5,51.2,0,0,1,3,25.94,75.8,4.4,0,4.78,0,Medium
4567,2025-09-15,US,Android,Affiliate,37,1,1,26.7,60.7,2,0,1,4,10.98,39.5,24.03,0,6.2,0,Low
4568,2025-09-14,BR,iOS,Organic,24,2,1,34.2,76.0,1,0,3,7,32.19,40.6,4.83,1,2.85,0,Low
4569,2025-04-23,CN,Web,Organic,47,3,1,54.6,38.2,0,0,1,8,66.44,53.8,13.63,1,3.01,0,Low
4570,2025-03-16,IN,Android,Organic,26,2,1,48.6,30.7,1,0,2,5,24.55,13.5,9.71,1,3.56,0,Low
4571,2025-09-10,GB,Android,Ads,28,0,1,78.2,20.1,1,0,0,7,399.37,19.6,26.72,1,5.78,0,Low
4572,2025-02-04,SG,Android,Organic,18,3,1,47.9,43.2,1,1,1,1,159.37,31.5,8.17,1,13.83,0,Low
4573,2025-06-30,HK,iOS,Organic,50,0,1,59.4,58.1,0,0,1,4,75.04,59.7,11.3,0,5.09,0,Medium
4574,2025-11-21,CN,Android,Organic,25,1,1,38.2,80.5,2,0,2,5,127.61,51.6,6.67,1,2.26,0,Medium
4575,2025-09-17,FR,Android,Ads,35,1,0,29.9,51.4,1,0,2,2,142.53,2.0,5.9,1,2.73,0,Low
4576,2025-10-06,CA,Android,Ads,31,0,0,66.0,68.1,1,0,0,2,87.94,40.0,3.46,1,5.16,0,Medium
4577,2025-01-31,DE,Android,Organic,26,0,1,32.4,44.4,0,0,0,4,218.71,13.1,18.3,1,6.9,0,Low
4578,2025-03-14,HK,Android,Organic,18,1,1,19.6,55.8,1,0,0,3,77.93,59.6,15.41,1,2.46,0,Low
4579,2025-04-11,US,iOS,Organic,29,0,1,21.1,30.7,1,0,2,1,113.96,46.5,26.24,1,8.05,0,Low
4580,2025-04-17,US,Android,Ads,29,1,0,51.7,47.0,0,0,3,2,31.71,60.2,7.62,1,10.46,0,Medium
4581,2025-03-12,DE,iOS,Organic,34,0,0,33.0,21.4,0,0,2,2,175.8,54.9,12.58,0,2.89,0,Low
4582,2025-12-21,CN,Web,Referral,50,0,1,17.8,63.4,0,0,2,3,101.95,19.9,14.32,1,3.27,0,Low
4583,2025-03-02,SG,Web,Organic,37,1,1,79.6,84.1,1,0,2,4,76.96,76.2,20.65,1,3.16,0,High
4584,2025-09-16,HK,Android,Affiliate,39,0,1,5.7,45.0,0,0,0,4,143.76,27.7,7.89,1,26.29,0,Low
4585,2025-08-03,HK,iOS,Organic,28,1,0,37.6,33.1,2,0,2,2,223.68,20.9,7.35,1,7.9,0,Low
4586,2025-08-11,AU,Android,Ads,19,0,1,74.2,100.0,0,0,0,4,53.13,43.8,20.1,1,6.95,0,High
4587,2025-03-20,GB,Android,Ads,28,2,1,46.1,65.0,2,0,1,5,31.34,15.9,3.76,1,6.66,0,Low
4588,2025-04-23,MX,Android,Organic,24,3,0,89.3,72.1,2,0,0,3,88.99,11.4,4.57,1,15.79,0,Medium
4589,2025-08-10,US,Android,Organic,31,1,1,59.1,49.9,1,0,1,4,100.06,18.0,1.87,1,6.28,0,Low
4590,2025-04-20,GB,Android,Organic,27,0,1,23.8,21.5,0,0,1,5,33.3,84.7,11.23,1,11.47,0,Low
4591,2025-09-11,US,iOS,Organic,18,0,1,58.5,37.8,1,0,0,2,45.38,56.8,2.74,1,2.4,0,Low
4592,2025-01-15,FR,Android,Referral,42,0,1,34.8,43.7,0,1,2,1,246.02,29.6,10.3,1,4.69,0,Low
4593,2025-01-27,GB,iOS,Ads,30,1,1,40.4,41.3,0,0,1,2,35.77,50.2,4.63,1,4.86,0,Low
4594,2025-09-23,HK,Android,Ads,28,0,1,26.9,20.1,2,0,3,6,67.3,48.1,11.15,1,1.21,0,Low
4595,2025-08-14,FR,Android,Organic,21,0,1,33.2,41.5,0,0,0,3,36.24,10.2,10.45,1,3.35,0,Low
4596,2025-01-16,HK,iOS,Organic,27,0,1,58.0,18.9,1,0,1,3,79.84,20.1,7.28,0,6.23,0,Low
4597,2025-11-25,US,iOS,Ads,23,0,1,28.7,15.2,1,0,0,5,53.91,13.8,2.67,1,10.63,0,Low
4598,2025-01-02,SG,Web,Organic,20,1,1,10.2,26.3,3,2,0,4,7.87,14.2,7.16,1,23.44,0,Low
4599,2025-12-15,US,Android,Organic,32,0,1,52.4,36.1,0,0,1,2,77.83,12.8,13.28,0,4.39,0,Low
4600,2025-09-24,IN,Android,Organic,27,0,1,40.6,37.4,0,0,0,4,78.07,46.3,8.86,1,3.44,0,Low
4601,2025-12-27,DE,Android,Organic,38,0,0,61.6,39.2,1,0,1,2,31.85,38.2,6.1,1,13.79,0,Low
4602,2025-12-13,DE,Android,Referral,28,0,1,31.2,77.9,0,0,1,7,60.44,39.1,3.12,0,5.55,0,Low
4603,2025-04-25,BR,Android,Organic,32,0,1,63.4,39.2,1,0,0,3,55.02,76.0,8.55,1,4.6,0,Medium
4604,2025-10-04,FR,Android,Organic,32,1,0,57.9,4.8,0,0,1,2,91.38,86.9,6.58,0,9.33,0,Low
4605,2025-03-18,HK,iOS,Organic,34,1,0,54.3,34.7,2,0,1,6,79.17,74.1,5.55,1,15.88,0,Medium
4606,2025-06-22,US,Android,Organic,23,1,1,20.7,36.3,3,0,1,3,61.13,53.6,7.38,0,3.09,0,Low
4607,2025-03-29,CN,iOS,Organic,39,0,1,43.9,0.0,1,0,0,4,58.98,3.2,11.59,1,12.79,0,Low
4608,2025-06-27,IN,Web,Organic,20,0,0,61.3,40.8,0,0,4,3,50.99,47.7,21.0,1,5.34,0,Medium
4609,2025-11-15,IN,Android,Organic,31,0,1,35.0,29.8,2,0,2,4,176.27,54.6,7.02,1,2.82,0,Low
4610,2025-06-09,DE,iOS,Organic,20,1,1,7.2,38.9,0,0,4,2,96.88,51.5,5.13,0,6.58,0,Low
4611,2025-02-03,US,Android,Affiliate,30,2,1,32.8,45.0,0,0,1,3,190.77,31.4,5.87,0,3.86,0,Low
4612,2025-04-29,US,iOS,Ads,39,1,0,27.9,37.6,2,0,2,8,101.1,31.6,7.96,1,35.01,0,Low
4613,2025-10-15,BR,Android,Ads,36,2,1,34.1,37.9,0,0,2,2,60.32,36.6,6.98,1,5.89,0,Low
4614,2025-07-10,US,Web,Organic,41,0,1,19.0,29.8,0,0,4,4,41.83,14.4,6.74,1,1.59,0,Low
4615,2025-07-24,GB,Android,Organic,28,1,1,58.9,51.4,4,0,2,1,51.25,18.1,7.36,1,2.93,0,Low
4616,2025-06-07,CN,Android,Referral,39,0,1,55.9,32.0,3,0,0,6,76.13,50.0,4.01,1,9.92,0,Low
4617,2025-04-17,CN,Android,Organic,25,0,1,28.7,52.8,1,0,1,2,132.78,29.7,3.48,1,4.01,0,Low
4618,2025-08-07,CA,Android,Organic,27,0,0,37.2,18.1,2,0,0,1,40.41,25.6,10.04,1,5.3,0,Low
4619,2025-08-20,IN,iOS,Organic,32,0,1,29.3,31.6,1,0,0,2,82.05,31.0,8.0,1,5.69,0,Low
4620,2025-11-24,DE,Android,Organic,39,1,1,53.8,49.7,1,0,1,4,38.95,43.3,4.12,1,12.11,1,Low
4621,2025-08-14,SG,Android,Ads,26,1,1,27.0,17.6,2,0,1,1,61.12,77.9,5.21,0,13.2,0,Low
4622,2025-12-30,HK,iOS,Ads,37,2,1,29.6,28.9,0,0,0,4,105.7,18.5,14.09,1,1.13,0,Low
4623,2025-10-29,IN,iOS,Organic,33,1,1,46.8,51.1,3,2,1,2,118.3,26.8,24.25,1,7.04,0,Low
4624,2025-01-29,GB,iOS,Organic,34,1,1,29.7,24.9,1,0,0,3,13.38,89.1,15.22,0,7.9,0,Low
4625,2025-05-24,SG,iOS,Organic,23,0,1,75.2,64.2,2,0,1,4,75.77,3.0,4.64,0,2.11,0,Low
4626,2025-05-21,AU,iOS,Organic,28,0,1,32.0,40.5,0,0,0,5,112.97,19.9,3.9,1,9.74,0,Low
4627,2025-01-02,US,Android,Affiliate,30,0,1,58.2,34.1,3,0,1,7,42.24,0.9,2.74,1,4.12,0,Low
4628,2025-03-07,US,Android,Ads,34,0,1,60.9,51.9,2,0,2,5,62.21,23.4,7.91,0,11.22,0,Low
4629,2025-10-06,BR,Android,Organic,24,2,1,19.7,41.6,1,0,1,4,102.69,12.7,4.22,1,6.38,0,Low
4630,2025-05-09,GB,iOS,Organic,19,1,0,40.3,41.0,1,0,4,5,56.52,43.0,14.72,1,3.68,0,Low
4631,2025-02-23,US,Android,Ads,18,1,1,29.3,36.5,1,0,1,5,31.25,30.8,2.94,0,4.52,0,Low
4632,2025-04-15,CN,Android,Organic,38,0,1,61.3,37.3,4,0,2,4,76.02,4.1,24.48,1,3.39,0,Low
4633,2025-04-11,MX,iOS,Referral,39,1,0,43.6,19.3,1,0,1,1,81.61,39.3,2.78,1,7.19,0,Low
4634,2025-03-05,CA,iOS,Affiliate,18,1,1,61.0,53.2,1,0,2,3,66.73,44.2,9.6,1,2.55,0,Medium
4635,2025-02-06,CA,Android,Organic,32,0,1,74.4,28.3,2,0,1,2,47.18,82.7,23.59,1,7.85,0,Low
4636,2025-10-06,US,iOS,Affiliate,28,0,0,76.1,60.0,2,0,2,2,40.99,29.9,5.37,0,4.29,0,High
4637,2025-10-28,MX,iOS,Organic,42,1,0,25.7,21.6,1,1,2,1,40.66,42.4,7.33,0,6.46,0,Low
4638,2025-07-01,IN,Android,Organic,29,0,1,23.8,63.7,1,0,2,4,15.74,28.1,15.85,1,4.09,0,Low
4639,2025-08-13,GB,Android,Referral,36,0,1,23.7,25.0,0,1,2,1,69.87,18.7,18.26,0,4.8,0,Low
4640,2025-12-02,CN,Android,Ads,27,3,1,65.4,55.0,2,1,0,3,47.03,26.7,1.91,1,9.69,0,Low
4641,2025-11-04,AU,Android,Organic,25,0,1,58.5,32.1,0,0,3,3,120.98,33.6,56.34,1,10.39,0,Low
4642,2025-01-12,BR,Android,Affiliate,38,0,1,57.2,43.9,0,0,1,0,83.41,16.4,4.65,1,3.23,0,Low
4643,2025-12-14,FR,Android,Organic,41,0,1,54.9,28.5,1,0,1,3,63.14,59.8,15.73,1,19.63,0,Low
4644,2025-01-25,MX,Web,Ads,20,0,1,37.6,24.6,1,0,2,5,37.51,29.6,13.03,0,1.95,0,Low
4645,2025-01-10,CA,Android,Referral,41,1,0,46.6,33.1,2,0,0,2,53.6,56.2,24.72,0,4.83,0,Low
4646,2025-05-28,CN,Web,Affiliate,22,0,0,51.0,53.1,1,0,2,3,76.23,62.5,47.4,1,2.29,0,Medium
4647,2025-09-30,SG,Android,Organic,18,0,1,47.0,53.1,0,0,0,1,90.43,11.1,30.38,1,11.59,0,Low
4648,2025-01-30,FR,iOS,Organic,31,0,1,33.3,51.0,2,0,1,3,75.52,63.6,14.27,1,1.49,0,Low
4649,2025-04-17,US,iOS,Affiliate,36,1,0,74.0,45.0,3,0,2,3,28.87,54.7,7.94,0,2.88,0,Medium
4650,2025-04-06,US,iOS,Organic,18,0,1,23.4,81.5,0,0,3,6,122.27,11.5,9.49,1,2.14,0,Low
4651,2025-05-26,AU,Android,Referral,18,0,1,37.5,24.0,1,0,1,2,16.33,38.4,5.23,0,3.32,0,Low
4652,2025-12-26,HK,iOS,Organic,27,0,0,71.3,37.9,1,0,4,5,55.75,30.1,22.96,1,4.52,0,Low
4653,2025-05-01,FR,Android,Organic,25,0,1,61.7,0.0,1,0,0,7,26.11,62.6,4.71,1,11.97,0,Low
4654,2025-03-18,US,Android,Organic,43,0,1,22.1,48.6,1,0,1,3,54.3,33.3,2.14,1,6.54,0,Low
4655,2025-02-14,CN,Android,Organic,31,0,1,5.6,22.7,0,0,0,2,93.96,28.3,8.51,1,10.22,0,Low
4656,2025-03-14,US,Android,Organic,38,2,1,26.5,39.5,1,0,1,4,47.12,5.2,19.58,1,11.05,0,Low
4657,2025-02-18,AU,iOS,Organic,33,2,1,47.1,25.8,3,0,3,4,88.21,55.0,9.08,1,6.52,0,Low
4658,2025-07-29,DE,iOS,Referral,45,1,1,46.1,37.1,2,1,3,3,64.13,58.5,51.16,1,15.71,0,Low
4659,2025-06-03,HK,Android,Organic,23,1,1,44.4,43.2,1,0,0,1,42.46,42.2,3.19,1,9.08,0,Low
4660,2025-07-01,SG,Android,Ads,30,0,1,55.4,26.3,2,0,3,2,115.48,15.6,5.33,1,2.32,1,Low
4661,2025-10-31,US,Android,Organic,18,2,1,45.5,46.6,1,0,2,3,48.98,29.5,3.74,1,12.39,0,Low
4662,2025-07-31,AU,Android,Ads,38,1,1,62.2,31.9,0,0,2,4,67.6,5.7,14.1,0,3.62,0,Low
4663,2025-02-26,MX,Android,Organic,41,1,1,58.6,27.4,1,2,0,3,108.9,12.6,9.72,0,5.43,0,Low
4664,2025-05-18,DE,Android,Affiliate,39,0,1,6.2,53.2,2,0,0,5,47.0,48.5,1.6,1,2.96,0,Low
4665,2025-04-25,US,iOS,Organic,30,1,1,46.6,44.7,1,0,1,2,166.82,25.2,10.96,1,5.48,0,Low
4666,2025-10-29,CA,Web,Organic,18,2,1,41.1,5.8,1,0,0,4,52.37,27.6,5.67,1,5.82,0,Low
4667,2025-04-23,CN,Android,Organic,30,0,1,49.9,33.8,0,1,1,3,222.96,46.9,5.98,1,7.1,0,Low
4668,2025-02-20,US,Android,Organic,25,0,1,40.7,20.8,0,0,0,4,245.5,68.9,3.35,1,10.15,0,Low
4669,2025-09-26,US,Android,Organic,39,0,1,16.0,66.7,1,0,1,3,101.84,20.3,4.91,1,26.81,0,Low
4670,2025-06-06,US,Android,Ads,27,1,0,53.2,25.7,0,0,2,5,43.88,35.1,13.06,1,8.85,0,Low
4671,2025-02-04,US,iOS,Organic,27,2,1,57.5,27.9,0,0,2,3,124.48,32.8,17.33,1,8.1,0,Low
4672,2025-09-09,FR,Android,Affiliate,51,0,1,11.8,41.3,2,0,0,5,24.61,73.2,4.23,1,7.08,0,Low
4673,2025-03-18,CN,iOS,Organic,38,0,1,76.1,50.2,1,0,1,5,52.75,20.9,6.64,1,12.92,0,Low
4674,2025-11-13,DE,Android,Ads,41,0,1,61.9,26.9,1,1,1,5,35.89,63.8,9.32,1,7.78,0,Low
4675,2025-10-31,IN,iOS,Organic,26,1,1,28.8,43.5,1,0,0,4,30.7,36.1,9.7,1,9.54,0,Low
4676,2025-05-15,GB,iOS,Ads,21,0,1,25.2,45.7,0,1,2,2,24.91,10.6,6.93,0,1.68,0,Low
4677,2025-07-22,SG,Android,Referral,41,1,1,48.6,7.9,0,1,3,4,49.57,27.4,9.82,1,27.61,0,Low
4678,2025-07-27,DE,Android,Organic,44,0,1,47.3,49.6,1,0,3,5,30.72,17.9,3.62,1,2.71,0,Low
4679,2025-08-27,US,Android,Organic,19,0,1,56.2,30.4,0,0,0,5,54.71,77.1,14.95,1,1.74,0,Low
4680,2025-01-26,HK,Android,Ads,26,0,0,53.8,17.7,4,0,1,4,45.44,16.8,24.75,1,10.05,0,Low
4681,2025-04-29,SG,Android,Organic,23,0,1,55.6,75.9,0,0,2,5,115.67,49.5,1.81,1,6.97,0,Medium
4682,2025-03-04,BR,Android,Organic,35,3,1,25.0,23.3,1,0,1,5,151.33,30.8,4.09,1,2.11,0,Low
4683,2025-09-12,FR,Android,Organic,41,0,1,42.5,55.3,2,0,2,4,112.73,3.9,6.48,0,4.54,0,Low
4684,2025-01-26,BR,iOS,Organic,28,1,1,51.2,49.7,1,0,0,0,181.55,18.0,20.55,1,13.35,0,Low
4685,2025-07-08,AU,Android,Affiliate,28,2,1,40.7,7.8,1,0,0,5,38.49,17.7,6.57,1,2.98,0,Low
4686,2025-09-23,GB,Web,Organic,18,1,1,56.6,25.7,1,0,1,7,98.32,69.8,9.48,1,2.94,0,Low
4687,2025-12-13,FR,Android,Organic,22,3,0,64.4,18.8,0,0,0,9,68.92,15.8,8.73,1,19.51,0,Low
4688,2025-04-16,BR,Web,Organic,45,0,1,30.1,58.2,2,0,0,5,40.07,69.2,5.3,1,9.65,0,Medium
4689,2025-01-03,SG,iOS,Organic,35,1,0,44.4,55.9,1,0,1,8,27.21,12.0,2.15,1,16.51,0,Low
4690,2025-09-22,MX,Android,Ads,39,0,1,35.5,71.7,1,0,1,7,56.69,63.8,7.82,1,4.12,0,Medium
4691,2025-01-01,BR,Android,Ads,28,2,1,37.4,21.1,2,0,2,3,41.68,70.3,4.77,1,2.65,0,Low
4692,2025-01-25,SG,Android,Affiliate,29,1,1,15.4,86.9,2,0,3,1,58.97,12.4,51.45,1,3.99,0,Low
4693,2025-12-28,US,Android,Organic,31,1,1,52.4,58.8,1,0,0,2,43.95,69.4,1.75,1,22.44,0,Medium
4694,2025-11-11,US,iOS,Organic,34,0,1,96.6,73.1,1,0,3,3,36.25,46.8,7.53,1,23.65,0,High
4695,2025-09-16,DE,Android,Organic,43,1,1,52.5,43.4,2,1,2,2,67.74,77.6,31.34,1,2.11,0,Low
4696,2025-11-01,US,Android,Ads,25,2,1,86.2,35.0,0,0,0,3,23.33,81.5,14.61,1,7.01,0,Medium
4697,2025-01-28,HK,Android,Ads,30,0,1,68.2,23.8,1,1,0,4,123.84,20.1,7.48,1,3.89,0,Low
4698,2025-02-02,GB,iOS,Ads,24,0,0,31.5,65.6,0,0,0,1,23.96,8.7,3.93,1,8.5,0,Low
4699,2025-04-20,BR,iOS,Affiliate,18,0,1,52.6,38.1,0,0,0,3,70.72,53.6,7.4,1,16.74,0,Medium
4700,2025-01-09,BR,Web,Organic,39,2,1,59.1,38.4,1,0,2,2,78.85,50.8,13.28,0,3.07,0,Low
4701,2025-11-21,DE,iOS,Referral,47,0,1,58.2,63.0,1,0,2,0,69.09,40.6,11.96,0,17.41,0,Low
4702,2025-01-21,CN,Android,Referral,38,0,1,32.0,57.0,4,0,2,4,103.0,72.2,6.32,1,6.77,0,Low
4703,2025-07-18,US,iOS,Organic,33,2,0,48.8,36.8,0,1,0,9,90.61,80.4,21.24,0,2.02,0,Low
4704,2025-11-08,CA,Android,Organic,48,0,1,75.1,43.7,1,1,2,3,133.78,26.9,13.21,1,18.97,0,Low
4705,2025-09-26,US,Android,Ads,35,1,1,17.0,46.6,0,0,0,5,131.26,39.1,11.62,0,5.42,0,Low
4706,2025-03-27,GB,Web,Organic,38,1,1,63.6,42.3,0,0,0,7,85.73,55.3,27.48,1,4.0,0,Low
4707,2025-06-21,MX,Android,Organic,32,0,1,66.3,64.4,2,0,2,6,61.59,2.5,3.51,1,8.51,0,Low
4708,2025-07-20,GB,iOS,Organic,34,0,0,14.2,51.4,0,0,0,5,55.0,79.3,11.36,0,4.95,0,Low
4709,2025-10-08,CA,iOS,Ads,30,0,1,33.7,34.8,3,0,3,6,113.28,30.7,3.93,1,3.87,0,Low
4710,2025-06-05,CA,iOS,Affiliate,38,0,0,40.0,66.7,2,0,1,3,48.65,45.2,5.67,1,12.45,0,Medium
4711,2025-04-15,BR,Android,Affiliate,21,0,1,60.8,28.9,0,0,2,4,80.55,76.7,7.92,1,6.8,0,Medium
4712,2025-10-18,HK,Web,Referral,35,0,0,45.1,39.2,3,0,0,3,48.51,26.7,3.17,1,1.81,0,Low
4713,2025-11-20,SG,iOS,Organic,23,0,0,35.1,36.6,0,0,1,3,51.31,65.3,7.9,1,27.24,0,Low
4714,2025-06-28,US,Android,Affiliate,36,3,0,46.4,33.4,4,0,0,7,197.81,66.8,23.53,1,9.12,0,Low
4715,2025-01-11,GB,Android,Organic,53,0,1,52.8,35.0,3,1,2,3,110.36,69.0,7.73,0,6.33,0,Low
4716,2025-07-02,CN,Android,Organic,37,0,1,42.1,60.3,2,0,0,5,121.0,55.7,5.21,0,5.38,0,Low
4717,2025-11-21,SG,Android,Referral,42,0,1,74.3,42.6,3,0,2,4,146.29,23.0,11.31,0,21.34,0,Low
4718,2025-12-28,DE,Android,Affiliate,39,0,1,45.6,75.4,2,0,1,3,60.72,73.6,4.41,0,7.8,0,Medium
4719,2025-05-27,US,iOS,Ads,18,0,1,58.3,31.2,1,0,0,5,53.73,39.2,5.14,1,8.75,0,Low
4720,2025-02-24,GB,Android,Organic,30,0,1,26.0,29.5,1,1,0,1,73.27,17.8,47.78,1,8.58,0,Low
4721,2025-07-28,US,Android,Organic,35,0,1,51.5,15.5,1,0,5,3,23.14,33.1,29.07,0,4.31,0,Low
4722,2025-10-31,US,Android,Ads,18,0,1,35.9,15.4,1,0,2,7,117.61,77.6,15.63,1,7.63,0,Low
4723,2025-12-11,US,iOS,Organic,28,0,0,35.9,26.2,4,0,1,2,28.11,72.7,6.96,1,10.03,0,Low
4724,2025-01-19,US,Android,Organic,30,0,0,72.7,25.4,0,0,1,5,102.44,83.9,23.58,1,5.32,0,Medium
4725,2025-04-17,MX,Web,Affiliate,20,1,1,33.1,30.0,1,0,0,6,128.03,48.3,6.72,1,4.29,0,Low
4726,2025-06-24,MX,Android,Organic,22,0,1,35.8,44.5,0,1,3,5,184.04,59.3,21.9,1,2.8,0,Low
4727,2025-02-05,AU,iOS,Organic,43,0,1,13.9,25.3,0,0,1,4,34.92,8.6,24.61,1,15.19,0,Low
4728,2025-11-20,GB,Web,Organic,18,0,1,29.1,74.5,1,1,1,7,61.8,41.2,6.18,0,3.83,0,Low
4729,2025-02-10,DE,iOS,Organic,33,1,1,14.5,39.4,2,2,1,1,59.3,50.5,4.89,1,4.05,0,Low
4730,2025-08-31,IN,Android,Organic,41,0,1,66.2,57.6,0,1,0,2,68.95,47.6,13.37,1,14.07,0,Medium
4731,2025-12-02,SG,iOS,Organic,31,0,1,51.6,24.0,1,0,0,5,61.49,28.4,8.98,1,12.15,0,Low
4732,2025-09-08,US,Android,Organic,44,0,1,59.5,33.7,0,0,0,4,30.87,50.5,4.71,1,2.24,0,Low
4733,2025-10-06,AU,iOS,Organic,27,1,1,53.4,47.6,0,1,1,1,32.15,49.4,18.96,1,5.72,0,Low
4734,2025-04-07,MX,Android,Organic,23,0,1,27.7,49.9,3,0,2,2,152.63,28.5,4.88,1,6.87,1,Low
4735,2025-10-30,US,Web,Affiliate,31,0,0,59.7,59.2,0,0,1,6,104.31,40.5,7.64,0,5.8,0,Medium
4736,2025-06-02,HK,Android,Organic,28,1,1,41.5,15.5,2,0,2,2,45.39,56.9,11.17,1,9.86,0,Low
4737,2025-01-23,CN,iOS,Ads,26,0,1,55.4,94.1,0,0,2,3,146.03,51.5,5.62,0,6.67,0,High
4738,2025-05-14,CN,iOS,Ads,29,0,0,0.0,73.5,2,0,1,5,31.41,53.8,21.84,1,5.42,0,Low
4739,2025-05-08,AU,iOS,Organic,24,1,1,23.5,46.0,3,0,1,3,63.71,16.6,17.24,1,6.92,0,Low
4740,2025-07-10,CN,iOS,Organic,23,0,1,32.3,48.4,2,0,1,7,227.94,28.9,17.42,1,4.21,0,Low
4741,2025-04-07,IN,Android,Referral,21,0,1,50.5,45.9,0,1,0,6,36.42,44.9,66.77,1,16.64,0,Low
4742,2025-06-18,FR,Android,Organic,35,1,1,16.6,22.4,1,0,0,6,194.78,23.8,4.56,1,3.69,0,Low
4743,2025-06-06,US,Web,Ads,22,0,1,85.9,14.4,4,0,0,9,23.16,14.5,89.23,1,3.62,0,Low
4744,2025-04-30,FR,Android,Ads,20,0,0,67.7,18.7,0,0,1,5,108.28,80.0,3.45,0,13.53,0,Medium
4745,2025-09-12,DE,Web,Affiliate,21,0,0,68.4,16.1,0,0,2,3,21.78,18.9,4.5,1,3.74,0,Low
4746,2025-04-22,SG,Android,Ads,33,2,1,70.9,75.3,2,0,0,1,251.34,58.4,6.17,1,4.49,0,Medium
4747,2025-10-07,SG,Android,Organic,37,1,0,54.8,31.9,1,0,2,6,61.42,70.5,4.33,0,3.13,0,Low
4748,2025-04-02,BR,Android,Organic,38,0,0,24.7,63.7,0,0,0,6,59.16,77.2,6.3,0,11.55,0,Medium
4749,2025-11-12,HK,Android,Ads,33,0,1,53.3,36.8,2,0,1,3,89.94,78.8,13.55,1,3.24,0,Low
4750,2025-05-14,US,iOS,Organic,36,0,0,36.1,39.2,0,0,0,2,59.55,45.7,10.59,1,3.93,0,Low
4751,2025-01-15,CN,Android,Referral,31,3,1,40.8,36.9,1,0,4,1,79.42,27.5,4.9,1,1.7,0,Low
4752,2025-02-24,US,Android,Affiliate,35,1,1,60.4,30.1,0,0,1,4,83.05,67.3,15.12,0,6.17,0,Low
4753,2025-10-22,AU,iOS,Organic,35,1,1,34.9,76.7,1,0,0,6,35.31,36.1,8.99,1,7.42,0,Low
4754,2025-11-15,US,Android,Organic,24,3,1,33.9,44.3,0,0,1,1,57.41,10.1,3.12,1,8.04,0,Low
4755,2025-03-19,CA,iOS,Referral,21,0,1,62.3,69.7,1,0,1,5,289.85,26.4,14.59,1,7.41,0,Low
4756,2025-08-08,HK,Android,Organic,43,0,1,30.3,46.3,1,0,1,4,79.76,70.9,3.1,0,3.46,0,Low
4757,2025-07-29,BR,Android,Organic,32,3,1,39.4,70.1,2,0,2,5,53.09,44.7,6.0,1,1.06,0,Low
4758,2025-02-18,SG,Web,Organic,40,2,1,43.5,43.6,1,1,1,6,94.56,39.2,8.51,1,18.04,0,Low
4759,2025-06-14,IN,Android,Organic,21,0,0,55.5,36.4,3,0,0,6,103.41,1.9,0.75,1,4.23,0,Low
4760,2025-09-11,IN,Android,Organic,27,0,1,58.2,12.3,1,0,0,1,126.71,56.7,6.17,1,5.65,0,Low
4761,2025-12-20,US,Android,Ads,19,0,1,33.0,56.6,2,0,2,3,42.52,19.9,5.01,0,5.39,0,Low
4762,2025-11-06,AU,Web,Ads,37,1,1,14.9,72.5,0,0,0,2,162.39,35.8,11.51,1,2.51,0,Low
4763,2025-02-05,US,Android,Organic,25,0,1,68.0,61.7,1,0,1,7,91.03,33.4,7.66,1,3.68,0,Medium
4764,2025-03-28,FR,Android,Ads,26,0,0,4.5,33.3,2,0,2,2,77.98,58.4,18.3,1,1.5,0,Low
4765,2025-06-09,CA,Android,Organic,49,2,0,52.3,57.8,0,0,3,3,38.86,53.1,13.6,1,3.29,0,Low
4766,2025-02-24,CN,Android,Ads,37,0,1,44.2,20.6,1,0,2,4,97.14,69.4,10.85,1,16.09,0,Low
